"","...1","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"3995",NA,"65557","2021","March",NA,NA,NA,0
"3996",NA,"65564","2021","March",NA,NA,NA,23
"3997",NA,"65566","2021","March",NA,NA,NA,60
"3998",NA,"65580","2021","March",NA,NA,NA,0
"3999",NA,"65586","2021","March",NA,NA,NA,0
"4000",NA,"65589","2021","March",NA,NA,NA,0
"4001",NA,"65590","2021","March",NA,NA,NA,226
"4002",NA,"65591","2021","March",NA,NA,NA,245
"4003",NA,"65601","2021","March",NA,NA,NA,37
"4004",NA,"65603","2021","March",NA,NA,NA,0
"4005",NA,"65604","2021","March",NA,NA,NA,253
"4006",NA,"65610","2021","March",NA,NA,NA,293
"4007",NA,"65611","2021","March",NA,NA,NA,114
"4008",NA,"65612","2021","March",NA,NA,NA,102
"4009",NA,"65618","2021","March",NA,NA,NA,0
"4010",NA,"65620","2021","March",NA,NA,NA,0
"4011",NA,"65623","2021","March",NA,NA,NA,5
"4012",NA,"65624","2021","March",NA,NA,NA,268
"4013",NA,"65626","2021","March",NA,NA,NA,153
"4014",NA,"65627","2021","March",NA,NA,NA,89
"4015",NA,"65630","2021","March",NA,NA,NA,12
"4016",NA,"65634","2021","March",NA,NA,NA,57
"4017",NA,"65635","2021","March",NA,NA,NA,14
"4018",NA,"65637","2021","March",NA,NA,NA,20
"4019",NA,"65638","2021","March",NA,NA,NA,31
"4020",NA,"65640","2021","March",NA,NA,NA,258
"4021",NA,"65641","2021","March",NA,NA,NA,30
"4022",NA,"65644","2021","March",NA,NA,NA,145
"4023",NA,"65770","2021","March",NA,NA,NA,143
"4024",NA,"65647","2021","March",NA,NA,NA,218
"4025",NA,"65649","2021","March",NA,NA,NA,248
"4026",NA,"65650","2021","March",NA,NA,NA,191
"4027",NA,"65652","2021","March",NA,NA,NA,285
"4028",NA,"65654","2021","March",NA,NA,NA,39
"4029",NA,"65656","2021","March",NA,NA,NA,182
"4030",NA,"65657","2021","March",NA,NA,NA,50
"4031",NA,"65658","2021","March",NA,NA,NA,5
"4032",NA,"65660","2021","March",NA,NA,NA,6
"4033",NA,"65663","2021","March",NA,NA,NA,195
"4034",NA,"65664","2021","March",NA,NA,NA,0
"4035",NA,"65669","2021","March",NA,NA,NA,70
"4036",NA,"65739","2021","March",NA,NA,NA,35
"4037",NA,"65674","2021","March",NA,NA,NA,166
"4038",NA,"65676","2021","March",NA,NA,NA,52
"4039",NA,"65679","2021","March",NA,NA,NA,167
"4040",NA,"65682","2021","March",NA,NA,NA,82
"4041",NA,"65685","2021","March",NA,NA,NA,88
"4042",NA,"65690","2021","March",NA,NA,NA,4
"4043",NA,"65692","2021","March",NA,NA,NA,60
"4044",NA,"65702","2021","March",NA,NA,NA,12
"4045",NA,"65705","2021","March",NA,NA,NA,298
"4046",NA,"65707","2021","March",NA,NA,NA,145
"4047",NA,"65710","2021","March",NA,NA,NA,134
"4048",NA,"65715","2021","March",NA,NA,NA,17
"4049",NA,"65717","2021","March",NA,NA,NA,145
"4050",NA,"65720","2021","March",NA,NA,NA,77
"4051",NA,"65722","2021","March",NA,NA,NA,83
"4052",NA,"65724","2021","March",NA,NA,NA,0
"4053",NA,"65727","2021","March",NA,NA,NA,0
"4054",NA,"65728","2021","March",NA,NA,NA,0
"4055",NA,"65729","2021","March",NA,NA,NA,0
"4056",NA,"65730","2021","March",NA,NA,NA,0
"4057",NA,"65731","2021","March",NA,NA,NA,0
"4058",NA,"65733","2021","March",NA,NA,NA,134
"4059",NA,"65734","2021","March",NA,NA,NA,316
"4060",NA,"65735","2021","March",NA,NA,NA,20
"4061",NA,"65740","2021","March",NA,NA,NA,272
"4062",NA,"65773","2021","March",NA,NA,NA,44
"4063",NA,"65742","2021","March",NA,NA,NA,948
"4064",NA,"65744","2021","March",NA,NA,NA,3
"4065",NA,"65745","2021","March",NA,NA,NA,240
"4066",NA,"65747","2021","March",NA,NA,NA,35
"4067",NA,"65752","2021","March",NA,NA,NA,31
"4068",NA,"65754","2021","March",NA,NA,NA,16
"4069",NA,"65755","2021","March",NA,NA,NA,9
"4070",NA,"65756","2021","March",NA,NA,NA,40
"4071",NA,"65760","2021","March",NA,NA,NA,11
"4072",NA,"65761","2021","March",NA,NA,NA,29
"4073",NA,"65762","2021","March",NA,NA,NA,45
"4074",NA,"65764","2021","March",NA,NA,NA,114
"4075",NA,"65809","2021","March",NA,NA,NA,729
"4076",NA,"65766","2021","March",NA,NA,NA,5
"4077",NA,"65767","2021","March",NA,NA,NA,237
"4078",NA,"65768","2021","March",NA,NA,NA,18
"4079",NA,"65769","2021","March",NA,NA,NA,216
"4080",NA,"65771","2021","March",NA,NA,NA,51
"4081",NA,"65772","2021","March",NA,NA,NA,147
"4082",NA,"65774","2021","March",NA,NA,NA,86
"4083",NA,"65777","2021","March",NA,NA,NA,0
"4084",NA,"65778","2021","March",NA,NA,NA,6
"4085",NA,"65779","2021","March",NA,NA,NA,24
"4086",NA,"65783","2021","March",NA,NA,NA,18
"4087",NA,"65784","2021","March",NA,NA,NA,0
"4088",NA,"65786","2021","March",NA,NA,NA,239
"4089",NA,"65787","2021","March",NA,NA,NA,49
"4090",NA,"65788","2021","March",NA,NA,NA,13
"4091",NA,"65789","2021","March",NA,NA,NA,354
"4092",NA,"65790","2021","March",NA,NA,NA,187
"4093",5,"63005","2021","September",6,1,776,895
"4094",13,"63010","2021","September",14,6,1074,2319
"4095",21,"63011","2021","September",15,4,2043,2876
"4096",29,"63012","2021","September",2,1,100,1106
"4097",36,"63013","2021","September",2,1,40,26
"4098",44,"63016","2021","September",1,1,49,337
"4099",52,"63017","2021","September",15,5,1441,2557
"4100",60,"63019","2021","September",2,1,114,281
"4101",68,"63020","2021","September",6,4,384,1294
"4102",76,"63021","2021","September",8,5,1009,4106
"4103",83,"63023","2021","September",1,NA,41,300
"4104",91,"63025","2021","September",7,4,572,1635
"4105",99,"63026","2021","September",8,5,720,3211
"4106",107,"63028","2021","September",6,3,576,1906
"4107",115,"63031","2021","September",26,19,1211,3247
"4108",123,"63033","2021","September",30,23,1098,2751
"4109",131,"63034","2021","September",9,5,372,1572
"4110",139,"63037","2021","September",2,2,110,127
"4111",147,"63038","2021","September",3,1,283,635
"4112",155,"63039","2021","September",2,NA,116,103
"4113",163,"63040","2021","September",2,1,212,626
"4114",171,"63042","2021","September",14,12,906,1504
"4115",179,"63043","2021","September",7,4,612,1355
"4116",187,"63044","2021","September",6,3,301,676
"4117",195,"63045","2021","September",1,NA,102,0
"4118",201,"63047","2021","September",1,NA,46,0
"4119",209,"63049","2021","September",7,3,371,1098
"4120",217,"63050","2021","September",7,7,442,1145
"4121",225,"63051","2021","September",5,3,160,746
"4122",233,"63052","2021","September",5,4,361,2055
"4123",240,"63055","2021","September",1,1,20,112
"4124",248,"63068","2021","September",5,3,139,610
"4125",256,"63069","2021","September",1,NA,10,983
"4126",264,"63070","2021","September",2,2,130,457
"4127",271,"63072","2021","September",1,NA,20,330
"4128",279,"63074","2021","September",8,8,290,1731
"4129",287,"63077","2021","September",5,4,345,695
"4130",295,"63080","2021","September",9,6,349,918
"4131",303,"63084","2021","September",13,6,365,1523
"4132",311,"63088","2021","September",1,NA,149,409
"4133",319,"63090","2021","September",5,5,419,1285
"4134",327,"63103","2021","September",7,3,676,363
"4135",335,"63104","2021","September",19,8,1089,1471
"4136",343,"63105","2021","September",5,1,412,864
"4137",351,"63106","2021","September",12,3,395,1053
"4138",359,"63107","2021","September",13,9,565,608
"4139",367,"63108","2021","September",12,7,475,678
"4140",375,"63109","2021","September",9,1,451,1765
"4141",383,"63110","2021","September",16,5,1353,1168
"4142",391,"63111","2021","September",12,6,411,2224
"4143",399,"63112","2021","September",20,12,979,1298
"4144",407,"63113","2021","September",16,14,807,402
"4145",415,"63114","2021","September",20,14,1328,2847
"4146",423,"63115","2021","September",24,16,829,1054
"4147",431,"63116","2021","September",18,8,844,3169
"4148",438,"63117","2021","September",2,1,143,723
"4149",446,"63118","2021","September",26,15,1037,2451
"4150",454,"63119","2021","September",14,4,1019,2523
"4151",462,"63120","2021","September",11,10,473,684
"4152",470,"63121","2021","September",15,13,1104,1738
"4153",478,"63122","2021","September",17,4,1625,2997
"4154",486,"63123","2021","September",8,5,611,3101
"4155",494,"63124","2021","September",4,NA,351,651
"4156",502,"63125","2021","September",12,5,587,3006
"4157",510,"63126","2021","September",4,1,455,933
"4158",518,"63127","2021","September",4,3,394,160
"4159",526,"63128","2021","September",16,6,915,2019
"4160",534,"63129","2021","September",21,11,1589,2752
"4161",542,"63130","2021","September",14,11,1090,1830
"4162",550,"63131","2021","September",2,1,250,1042
"4163",558,"63132","2021","September",3,3,156,974
"4164",566,"63133","2021","September",11,8,731,673
"4165",574,"63134","2021","September",12,10,505,1214
"4166",582,"63135","2021","September",15,12,667,1550
"4167",590,"63136","2021","September",44,34,2679,3200
"4168",598,"63137","2021","September",11,8,681,1835
"4169",606,"63138","2021","September",14,14,675,1524
"4170",614,"63139","2021","September",22,6,737,1776
"4171",622,"63141","2021","September",15,4,2034,1128
"4172",630,"63143","2021","September",5,2,268,548
"4173",638,"63144","2021","September",8,3,670,637
"4174",646,"63146","2021","September",6,5,640,2197
"4175",654,"63147","2021","September",13,8,557,412
"4176",662,"63301","2021","September",24,16,1648,3204
"4177",670,"63303","2021","September",14,6,1279,3101
"4178",678,"63304","2021","September",13,8,862,2502
"4179",685,"63332","2021","September",1,1,20,106
"4180",693,"63334","2021","September",7,3,311,604
"4181",699,"63336","2021","September",1,1,96,50
"4182",707,"63339","2021","September",1,NA,20,96
"4183",715,"63341","2021","September",1,1,123,123
"4184",723,"63343","2021","September",2,1,40,266
"4185",731,"63345","2021","September",1,1,10,93
"4186",738,"63347","2021","September",1,1,120,160
"4187",746,"63348","2021","September",1,NA,55,641
"4188",754,"63351","2021","September",1,NA,10,38
"4189",760,"63352","2021","September",2,1,30,107
"4190",768,"63353","2021","September",5,4,203,448
"4191",776,"63357","2021","September",2,1,42,574
"4192",784,"63361","2021","September",2,1,57,346
"4193",792,"63362","2021","September",1,NA,60,1032
"4194",800,"63366","2021","September",19,13,1299,3777
"4195",808,"63367","2021","September",10,4,823,2001
"4196",816,"63368","2021","September",25,9,2522,3617
"4197",824,"63376","2021","September",36,18,2614,5364
"4198",832,"63377","2021","September",1,NA,10,203
"4199",840,"63379","2021","September",9,6,502,2241
"4200",851,"63382","2021","September",2,NA,54,164
"4201",859,"63383","2021","September",9,1,295,962
"4202",867,"63384","2021","September",1,NA,20,89
"4203",875,"63385","2021","September",16,5,1315,4044
"4204",883,"63389","2021","September",1,1,40,721
"4205",890,"63390","2021","September",2,NA,50,596
"4206",898,"63401","2021","September",17,7,781,1515
"4207",906,"63435","2021","September",3,NA,44,323
"4208",914,"63436","2021","September",1,NA,20,35
"4209",921,"63441","2021","September",1,1,20,68
"4210",929,"63445","2021","September",9,1,100,211
"4211",937,"63448","2021","September",1,NA,10,53
"4212",945,"63452","2021","September",2,NA,58,99
"4213",953,"63456","2021","September",3,2,50,380
"4214",961,"63459","2021","September",5,4,92,239
"4215",969,"63461","2021","September",6,1,168,477
"4216",977,"63462","2021","September",2,NA,30,249
"4217",989,"63468","2021","September",2,1,35,286
"4218",997,"63469","2021","September",1,1,20,34
"4219",1004,"63472","2021","September",1,1,20,21
"4220",1012,"63501","2021","September",12,5,636,1120
"4221",1020,"63533","2021","September",1,NA,10,73
"4222",1028,"63537","2021","September",4,1,58,180
"4223",1035,"63541","2021","September",1,NA,28,44
"4224",1042,"63545","2021","September",1,1,20,105
"4225",1050,"63548","2021","September",2,1,20,67
"4226",1058,"63552","2021","September",6,5,224,432
"4227",1066,"63555","2021","September",5,2,96,219
"4228",1073,"63556","2021","September",2,1,40,267
"4229",1080,"63559","2021","September",1,NA,20,244
"4230",1088,"63565","2021","September",3,1,50,305
"4231",1096,"63601","2021","September",11,9,511,1252
"4232",1107,"63627","2021","September",3,1,139,130
"4233",1115,"63628","2021","September",3,1,158,943
"4234",1123,"63631","2021","September",1,1,10,36
"4235",1129,"63638","2021","September",2,NA,28,152
"4236",1137,"63640","2021","September",16,5,836,1831
"4237",1145,"63645","2021","September",6,3,264,800
"4238",1151,"63650","2021","September",1,NA,40,202
"4239",1159,"63653","2021","September",2,1,40,197
"4240",1167,"63655","2021","September",1,1,50,70
"4241",1174,"63660","2021","September",1,NA,150,358
"4242",1182,"63663","2021","September",1,1,40,112
"4243",1187,"63664","2021","September",7,6,252,614
"4244",1195,"63670","2021","September",10,3,240,965
"4245",1203,"63701","2021","September",11,5,903,2422
"4246",1211,"63703","2021","September",6,6,388,560
"4247",1219,"63730","2021","September",2,1,50,276
"4248",1228,"63735","2021","September",2,NA,88,50
"4249",1238,"63740","2021","September",4,1,198,520
"4250",1246,"63755","2021","September",11,6,328,1929
"4251",1254,"63760","2021","September",1,NA,10,22
"4252",1261,"63764","2021","September",2,NA,85,297
"4253",1269,"63769","2021","September",1,NA,20,110
"4254",1277,"63771","2021","September",1,1,42,211
"4255",1285,"63775","2021","September",18,8,582,1144
"4256",1293,"63780","2021","September",4,3,122,413
"4257",1303,"63787","2021","September",1,1,20,0
"4258",1311,"63801","2021","September",23,11,625,1765
"4259",1319,"63822","2021","September",2,2,40,116
"4260",1327,"63823","2021","September",1,NA,7,120
"4261",1334,"63825","2021","September",2,1,34,225
"4262",1342,"63827","2021","September",1,NA,10,55
"4263",1347,"63829","2021","September",1,NA,41,127
"4264",1355,"63830","2021","September",5,2,206,506
"4265",1362,"63834","2021","September",1,NA,80,348
"4266",1367,"63837","2021","September",1,1,20,121
"4267",1375,"63841","2021","September",10,7,337,1058
"4268",1383,"63845","2021","September",2,1,108,225
"4269",1391,"63848","2021","September",2,2,30,87
"4270",1399,"63851","2021","September",4,2,154,329
"4271",1407,"63852","2021","September",1,1,20,104
"4272",1415,"63857","2021","September",10,5,320,792
"4273",1422,"63862","2021","September",1,1,20,163
"4274",1430,"63863","2021","September",4,2,199,537
"4275",1438,"63867","2021","September",1,1,10,78
"4276",1446,"63869","2021","September",3,NA,95,208
"4277",1452,"63870","2021","September",1,NA,20,90
"4278",1460,"63873","2021","September",5,1,87,354
"4279",1468,"63876","2021","September",2,NA,128,210
"4280",1476,"63877","2021","September",2,NA,60,360
"4281",1484,"63878","2021","September",1,1,10,8
"4282",1492,"63901","2021","September",18,13,993,2926
"4283",1500,"63932","2021","September",2,1,50,19
"4284",1508,"63933","2021","September",1,1,15,311
"4285",1515,"63935","2021","September",6,4,124,579
"4286",1523,"63936","2021","September",1,NA,10,72
"4287",1529,"63937","2021","September",1,NA,40,212
"4288",1537,"63944","2021","September",3,3,60,65
"4289",1544,"63954","2021","September",1,NA,19,29
"4290",1552,"63957","2021","September",3,2,170,302
"4291",1560,"63960","2021","September",3,1,50,319
"4292",1568,"63961","2021","September",1,NA,10,105
"4293",1574,"63965","2021","September",2,NA,65,104
"4294",1582,"64012","2021","September",16,6,973,1882
"4295",1590,"64014","2021","September",14,4,799,2841
"4296",1598,"64015","2021","September",15,8,1026,2470
"4297",1606,"64016","2021","September",2,1,67,361
"4298",1614,"64024","2021","September",4,2,356,830
"4299",1622,"64029","2021","September",7,5,560,1542
"4300",1630,"64030","2021","September",16,7,1229,2040
"4301",1638,"64034","2021","September",3,3,117,552
"4302",1646,"64037","2021","September",4,3,118,235
"4303",1654,"64040","2021","September",3,1,111,366
"4304",1662,"64048","2021","September",1,NA,10,317
"4305",1670,"64050","2021","September",11,8,693,1471
"4306",1678,"64052","2021","September",5,4,214,1595
"4307",1686,"64053","2021","September",1,1,60,495
"4308",1694,"64054","2021","September",1,1,45,343
"4309",1702,"64055","2021","September",13,7,856,2389
"4310",1710,"64056","2021","September",7,5,402,1866
"4311",1718,"64057","2021","September",7,3,658,872
"4312",1729,"64060","2021","September",7,2,592,952
"4313",1737,"64062","2021","September",2,NA,57,414
"4314",1745,"64063","2021","September",13,3,906,1612
"4315",1753,"64064","2021","September",8,2,934,1662
"4316",1761,"64067","2021","September",5,NA,189,487
"4317",1769,"64068","2021","September",19,8,1563,2699
"4318",1773,"64070","2021","September",1,NA,8,177
"4319",1781,"64075","2021","September",6,5,373,967
"4320",1789,"64076","2021","September",3,2,278,708
"4321",1798,"64078","2021","September",2,1,177,629
"4322",1806,"64079","2021","September",9,4,600,1111
"4323",1814,"64080","2021","September",3,1,293,1027
"4324",1822,"64081","2021","September",8,4,972,2009
"4325",1830,"64082","2021","September",5,2,332,1547
"4326",1838,"64083","2021","September",13,5,1278,1791
"4327",1846,"64085","2021","September",7,1,132,616
"4328",1854,"64086","2021","September",8,4,548,1781
"4329",1862,"64089","2021","September",6,2,414,1349
"4330",1870,"64093","2021","September",13,7,589,1936
"4331",1876,"64096","2021","September",1,1,32,106
"4332",1882,"64097","2021","September",1,NA,40,102
"4333",1890,"64098","2021","September",1,NA,10,162
"4334",1895,"64105","2021","September",2,1,340,46
"4335",1903,"64106","2021","September",5,3,376,1100
"4336",1911,"64108","2021","September",8,1,655,514
"4337",1919,"64109","2021","September",10,5,1461,706
"4338",1927,"64110","2021","September",8,7,467,979
"4339",1935,"64111","2021","September",11,4,1362,595
"4340",1942,"64112","2021","September",1,NA,67,117
"4341",1950,"64113","2021","September",6,1,511,1272
"4342",1958,"64114","2021","September",16,4,2022,1587
"4343",1966,"64116","2021","September",3,3,334,811
"4344",1974,"64117","2021","September",5,3,398,1185
"4345",1982,"64118","2021","September",13,4,1049,4170
"4346",1990,"64119","2021","September",7,3,497,2375
"4347",1994,"64120","2021","September",1,NA,60,32
"4348",2001,"64123","2021","September",4,1,446,889
"4349",2009,"64124","2021","September",5,3,309,1245
"4350",2016,"64126","2021","September",1,NA,150,413
"4351",2024,"64127","2021","September",11,6,1134,1928
"4352",2032,"64128","2021","September",10,8,152,967
"4353",2040,"64129","2021","September",4,3,196,647
"4354",2048,"64130","2021","September",15,12,1542,1458
"4355",2056,"64131","2021","September",14,11,881,2180
"4356",2064,"64132","2021","September",16,11,945,1143
"4357",2072,"64133","2021","September",12,7,503,2726
"4358",2080,"64134","2021","September",19,13,1287,2614
"4359",2088,"64136","2021","September",1,1,99,74
"4360",2096,"64137","2021","September",5,2,679,1053
"4361",2104,"64138","2021","September",16,9,1158,1629
"4362",2112,"64145","2021","September",2,NA,281,235
"4363",2120,"64146","2021","September",1,NA,20,136
"4364",2127,"64150","2021","September",1,NA,124,425
"4365",2135,"64151","2021","September",9,5,809,1690
"4366",2143,"64152","2021","September",7,1,269,2285
"4367",2151,"64153","2021","September",2,NA,104,355
"4368",2159,"64154","2021","September",3,1,235,898
"4369",2167,"64155","2021","September",13,3,1018,2145
"4370",2175,"64156","2021","September",2,1,50,450
"4371",2183,"64157","2021","September",2,1,122,1687
"4372",2191,"64158","2021","September",4,1,426,280
"4373",2199,"64161","2021","September",2,1,403,19
"4374",2207,"64402","2021","September",3,1,97,224
"4375",2215,"64424","2021","September",4,1,60,218
"4376",2223,"64429","2021","September",4,1,150,550
"4377",2235,"64444","2021","September",1,NA,48,83
"4378",2243,"64448","2021","September",2,NA,30,42
"4379",2251,"64454","2021","September",2,1,30,191
"4380",2258,"64456","2021","September",1,NA,20,95
"4381",2266,"64463","2021","September",2,NA,58,102
"4382",2274,"64465","2021","September",3,2,89,153
"4383",2281,"64466","2021","September",1,NA,20,15
"4384",2289,"64468","2021","September",8,4,368,780
"4385",2296,"64469","2021","September",1,NA,20,133
"4386",2303,"64470","2021","September",1,NA,20,114
"4387",2311,"64476","2021","September",1,NA,20,8
"4388",2318,"64477","2021","September",3,NA,50,225
"4389",2325,"64482","2021","September",1,NA,40,163
"4390",2334,"64485","2021","September",4,1,138,589
"4391",2342,"64489","2021","September",4,1,50,199
"4392",2350,"64501","2021","September",7,5,337,959
"4393",2358,"64503","2021","September",7,6,285,1067
"4394",2366,"64504","2021","September",3,1,50,712
"4395",2373,"64505","2021","September",3,1,110,929
"4396",2381,"64506","2021","September",7,4,411,1231
"4397",2389,"64507","2021","September",10,5,418,1445
"4398",2397,"64601","2021","September",12,6,401,658
"4399",2405,"64628","2021","September",5,1,115,404
"4400",2413,"64633","2021","September",7,2,219,360
"4401",2421,"64640","2021","September",1,NA,99,219
"4402",2429,"64644","2021","September",4,1,80,233
"4403",2437,"64648","2021","September",1,1,30,331
"4404",2446,"64658","2021","September",4,1,30,239
"4405",2454,"64659","2021","September",1,NA,10,75
"4406",2463,"64673","2021","September",1,NA,10,229
"4407",2471,"64683","2021","September",5,3,187,639
"4408",2479,"64701","2021","September",9,3,316,1135
"4409",2487,"64720","2021","September",2,NA,40,499
"4410",2495,"64724","2021","September",2,1,60,122
"4411",2503,"64725","2021","September",2,1,58,181
"4412",2509,"64728","2021","September",1,NA,50,27
"4413",2514,"64730","2021","September",3,2,52,425
"4414",2522,"64735","2021","September",6,4,408,869
"4415",2531,"64742","2021","September",1,NA,20,98
"4416",2539,"64744","2021","September",5,2,114,627
"4417",2546,"64747","2021","September",1,1,30,193
"4418",2551,"64752","2021","September",1,NA,20,74
"4419",2555,"64755","2021","September",1,NA,20,289
"4420",2563,"64759","2021","September",10,2,204,575
"4421",2571,"64761","2021","September",2,2,100,161
"4422",2580,"64772","2021","September",15,5,365,895
"4423",2588,"64779","2021","September",1,NA,20,213
